ligand,ligand_complex,ligand_means,ligand_props,receptor,receptor_complex,receptor_means,receptor_props,source,target,lr_means,cellphone_pvals
B2M,B2M,5.06733,1.0,CD1C,CD1C,0.1755803,0.15517241379310345,Treg,cDC1,2.6214552,0.0
B2M,B2M,4.4967165,1.0,KLRC2,KLRC2,0.745135,0.44742063492063494,cDC1,NK-CD16-,2.6209257,0.0
B2M,B2M,5.06733,1.0,KIR2DL3,KIR2DL3,0.17384143,0.15390447308567096,Treg,NK-CD16+,2.6205857,0.0
HLA-B,HLA-B,2.9193451,0.9959595959595959,CD3D,CD3D,2.3194554,0.9730941704035875,B,Treg,2.6194003,0.0
LGALS1,LGALS1,2.4802527,0.971322849213691,PTPRC,PTPRC,2.7578044,0.9973725696269049,cDC2,γδ T,2.6190286,0.0
HLA-A,HLA-A,3.509157,1.0,CD8A,CD8A,1.7267803,0.8386757750919601,Treg,γδ T,2.6179686,0.0
HLA-DPB1,HLA-DPB1,4.337633,1.0,CD4,CD4,0.8952283,0.8446215139442231,cDC1,Mono-NC,2.6164308,0.0
HLA-B,HLA-B,3.50164,0.9984836997725549,CD8A,CD8A,1.7267803,0.8386757750919601,NK-CD16+,γδ T,2.6142101,0.0
HLA-B,HLA-B,2.9037297,1.0,CD3D,CD3D,2.3194554,0.9730941704035875,pDC,Treg,2.6115925,0.0
S100A8,S100A8,4.200948,0.9919959979989995,CD69,CD69,1.019866,0.6140873015873016,Mono-C,NK-CD16-,2.610407,0.0
B2M,B2M,5.030957,1.0,CD1C,CD1C,0.18974835,0.1717171717171717,NK-CD16+,B,2.6103528,0.0
B2M,B2M,5.06733,1.0,KIR3DL1,KIR3DL1,0.14915946,0.1281273692191054,Treg,NK-CD16+,2.6082447,0.0
APP,APP,0.36977467,0.5204336947456214,CD74,CD74,4.8465633,1.0,TRM,cDC1,2.608169,0.0
B2M,B2M,4.671773,1.0,KLRC1,KLRC1,0.5437108,0.26694692590646346,Mono-NC,γδ T,2.6077418,0.0
B2M,B2M,5.06733,1.0,KLRC1,KLRC1,0.14683592,0.10144927536231885,Treg,CD8 T,2.6070828,0.015
RPS19,RPS19,3.9211752,1.0,C5AR1,C5AR1,1.2928048,0.8198498748957465,Mono-NC,TRM,2.60699,0.0
HLA-B,HLA-B,3.5457726,1.0,LILRB2,LILRB2,1.6649134,0.9840637450199203,Treg,Mono-NC,2.6053429,0.0
HLA-DRA,HLA-DRA,4.7780585,1.0,CD4,CD4,0.42882094,0.37190527448869753,cDC1,CD4 T,2.6034398,0.0
B2M,B2M,5.030957,1.0,CD1C,CD1C,0.1755803,0.15517241379310345,NK-CD16+,cDC1,2.6032689,0.0
HLA-DRB1,HLA-DRB1,3.9181616,1.0,CD4,CD4,1.2868184,0.8985507246376812,cDC1,pDC,2.60249,0.0
B2M,B2M,5.030957,1.0,KIR2DL3,KIR2DL3,0.17384143,0.15390447308567096,NK-CD16+,NK-CD16+,2.6023993,0.0
HLA-B,HLA-B,3.3473277,0.9978980557015239,CD3D,CD3D,1.8556776,0.9311087190527448,γδ T,CD4 T,2.6015027,0.0
B2M,B2M,5.06733,1.0,CD1B,CD1B,0.13452505,0.24514338575393155,Treg,cDC2,2.6009274,0.0
HLA-A,HLA-A,3.4379513,0.9992418498862775,APLP2,APLP2,1.7617614,0.9582985821517932,NK-CD16+,TRM,2.5998564,0.0
HLA-B,HLA-B,3.343583,1.0,CD3D,CD3D,1.8556776,0.9311087190527448,cDC1,CD4 T,2.5996304,0.0
